cidade,uf,cep
'Brejetuba','ES','29630-000'
'Cachoeiro de Itapemirim','ES','320120'
'Cariacica','ES','320130'
'Castelo','ES','29360-000'
'Colatina','ES','320150'
'Conceição da Barra','ES','29960-000'
'Conceição do Castelo','ES','29370-000'
'Divino de São Lourenço','ES','29590-000'
'Domingos Martins','ES','29260-000'
'Dores do Rio Preto','ES','29580-000'
'Ecoporanga','ES','29850-000'
'Fundão','ES','29185-000'
'Governador Lindenberg','ES','29720-000'
'Guaçuí','ES','29560-000'
'Guarapari','ES','320240'
'Ibatiba','ES','29395-000'
'Ibiraçu','ES','29670-000'
'Ibitirama','ES','29540-000'
'Iconha','ES','29280-000'
'Irupi','ES','29398-000'
'Itaguaçu','ES','29690-000'
'Itapemirim','ES','29330-000'
'Itarana','ES','29620-000'
'Iúna','ES','29390-000'
'Jaguaré','ES','29950-000'
'Jerônimo Monteiro','ES','29550-000'
'João Neiva','ES','29680-000'
'Laranja da Terra','ES','29615-000'
'Linhares','ES','320320'
'Mantenópolis','ES','29770-000'
'Marataízes','ES','29345-000'
'Marechal Floriano','ES','29255-000'
'Marilândia','ES','29725-000'
'Mimoso do Sul','ES','29400-000'
'Montanha','ES','29890-000'
'Mucurici','ES','29880-000'
'Muniz Freire','ES','29380-000'
'Muqui','ES','29480-000'
'Nova Venécia','ES','29830-000'
'Pancas','ES','29750-000'
'Pedro Canário','ES','29970-000'
'Pinheiros','ES','29980-000'
'Piúma','ES','29285-000'
'Ponto Belo','ES','29885-000'
'Presidente Kennedy','ES','29350-000'
'Rio Bananal','ES','29920-000'
'Rio Novo do Sul','ES','29290-000'
'Santa Leopoldina','ES','29640-000'
'Santa Maria de Jetibá','ES','29645-000'
'Santa Teresa','ES','29650-000'
'São Domingos do Norte','ES','29745-000'
'São Gabriel da Palha','ES','29780-000'
'São José do Calçado','ES','29470-000'
'São Mateus','ES','320490'
'São Roque do Canaã','ES','29665-000'
'Serra','ES','320500'
'Sooretama','ES','29927-000'
'Vargem Alta','ES','29295-000'
'Venda Nova do Imigrante','ES','29375-000'
'Viana','ES','29135-000'
'Vila Pavão','ES','29843-000'
'Vila Valério','ES','29785-000'
'Vila Velha','ES','320520'
'Vitória','ES','320530'
'Abadia de Goiás','GO','75345-000'
'Abadiânia','GO','72940-000'
'Acreúna','GO','75960-000'
'Adelândia','GO','76155-000'
'Água Fria de Goiás','GO','73780-000'
'Água Limpa','GO','75665-000'
'Águas Lindas de Goiás','GO','520025'
'Alexânia','GO','72930-000'
'Aloândia','GO','75615-000'
'Alto Horizonte','GO','76560-000'
'Alto Paraíso de Goiás','GO','73770-000'
'Alvorada do Norte','GO','73950-000'
'Amaralina','GO','76493-000'
'Americano do Brasil','GO','76165-000'
'Amorinópolis','GO','76140-000'
'Anápolis','GO','520110'
'Anhangüera','GO','75770-000'
'Anicuns','GO','76170-000'
'Aparecida de Goiânia','GO','520140'
'Aparecida do Rio Doce','GO','75827-000'
'Aporé','GO','75825-000'
'Araçu','GO','75410-000'
'Aragarças','GO','76240-000'
'Aragoiânia','GO','75360-000'
'Araguapaz','GO','76720-000'
'Arenópolis','GO','76235-000'
'Aruanã','GO','76710-000'
'Aurilândia','GO','76120-000'
'Avelinópolis','GO','75395-000'
'Baliza','GO','76250-000'
'Barro Alto','GO','76390-000'
'Bela Vista de Goiás','GO','75240-000'
'Bom Jardim de Goiás','GO','76245-000'
'Bom Jesus','GO','75570-000'
'Bonfinópolis','GO','75195-000'
'Bonópolis','GO','76555-000'
'Brazabrantes','GO','75440-000'
'Britânia','GO','76280-000'
'Buriti Alegre','GO','75660-000'
'Buriti de Goiás','GO','76152-000'
'Buritinópolis','GO','73975-000'
'Cabeceiras','GO','73870-000'
'Cachoeira Alta','GO','75870-000'
'Cachoeira de Goiás','GO','76125-000'
'Cachoeira Dourada','GO','75560-000'
'Caçu','GO','75813-000'
'Caiapônia','GO','75850-000'
'Caldas Novas','GO','75690-000'
'Caldazinha','GO','75245-000'
'Campestre de Goiás','GO','75385-000'
'Campinaçu','GO','76440-000'
'Campinorte','GO','76410-000'
'Campo Alegre de Goiás','GO','75795-000'
'Campos Belos','GO','73840-000'
'Campos Verdes','GO','76515-000'
'Carmo do Rio Verde','GO','76340-000'
'Castelândia','GO','75925-000'
'Catalão','GO','520510'
'Caturaí','GO','75430-000'
'Cavalcante','GO','73790-000'
'Ceres','GO','76300-000'
'Cezarina','GO','76195-000'
'Chapadão do Céu','GO','75828-000'
'Cidade Ocidental','GO','72880-000'
'Cocalzinho de Goiás','GO','72975-000'
'Colinas do Sul','GO','73740-000'
'Córrego do Ouro','GO','76145-000'
'Corumbá de Goiás','GO','72960-000'
'Corumbaíba','GO','75680-000'
'Cristalina','GO','73850-000'
'Cristianópolis','GO','75230-000'
'Crixás','GO','76510-000'
'Cromínia','GO','75635-000'
'Cumari','GO','75760-000'
'Damianópolis','GO','73980-000'
'Damolândia','GO','75420-000'
'Davinópolis','GO','75730-000'
'Diorama','GO','76260-000'
'Divinópolis de Goiás','GO','73865-000'
'Doverlândia','GO','75855-000'
'Edealina','GO','75945-000'
'Edéia','GO','75940-000'
'Estrela do Norte','GO','76485-000'
'Faina','GO','76740-000'
'Fazenda Nova','GO','76220-000'
'Firminópolis','GO','76105-000'
'Flores de Goiás','GO','73890-000'
'Formosa','GO','520800'
'Formoso','GO','76470-000'
'Gameleira de Goiás','GO','75184-000'
'Goianápolis','GO','75170-000'
'Goiandira','GO','75740-000'
'Goianésia','GO','76380-000'
'Goiânia','GO','520870'
'Goianira','GO','75370-000'
'Goiás','GO','76600-000'
'Goiatuba','GO','75600-000'
'Gouvelândia','GO','75865-000'
'Guapó','GO','75350-000'
'Guaraíta','GO','76690-000'
'Guarani de Goiás','GO','73910-000'
'Guarinos','GO','76385-000'
'Heitoraí','GO','76670-000'
'Hidrolândia','GO','75340-000'
'Hidrolina','GO','76375-000'
'Iaciara','GO','73920-000'
'Inaciolândia','GO','75550-000'
'Indiara','GO','75955-000'
'Inhumas','GO','75400-000'
'Ipameri','GO','75780-000'
'Iporá','GO','76200-000'
'Israelândia','GO','76205-000'
'Itaberaí','GO','76630-000'
'Itaguari','GO','76650-000'
'Itaguaru','GO','76660-000'
'Itajá','GO','75815-000'
'Itapaci','GO','76360-000'
'Itapirapuã','GO','76290-000'
'Itapuranga','GO','76680-000'
'Itarumã','GO','75810-000'
'Itauçu','GO','75450-000'
'Itumbiara','GO','521150'
'Ivolândia','GO','76130-000'
'Jandaia','GO','75950-000'
'Jaraguá','GO','76330-000'
'Jataí','GO','521190'
'Jaupaci','GO','76210-000'
'Jesúpolis','GO','75495-000'
'Joviânia','GO','75610-000'
'Jussara','GO','76270-000'
'Leopoldo de Bulhões','GO','75190-000'
'Luziânia','GO','521250'
'Mairipotaba','GO','75630-000'
'Mambaí','GO','73970-000'
'Mara Rosa','GO','76490-000'
'Marzagão','GO','75670-000'
'Matrinchã','GO','76730-000'
'Maurilândia','GO','75930-000'
'Mimoso de Goiás','GO','73730-000'
'Minaçu','GO','76450-000'
'Mineiros','GO','75830-000'
'Moiporá','GO','76135-000'
'Monte Alegre de Goiás','GO','73830-000'
'Montes Claros de Goiás','GO','76255-000'
'Montividiu','GO','75915-000'
'Montividiu do Norte','GO','76465-000'
'Morrinhos','GO','75650-000'
'Morro Agudo de Goiás','GO','76355-000'
'Mossâmedes','GO','76150-000'
'Mozarlândia','GO','76700-000'
'Mundo Novo','GO','76530-000'
'Mutunópolis','GO','76540-000'
'Nazário','GO','76180-000'
'Nerópolis','GO','75460-000'
'Niquelândia','GO','76420-000'
'Nova América','GO','76345-000'
'Nova Aurora','GO','75750-000'
'Nova Crixás','GO','76520-000'
'Nova Glória','GO','76305-000'
'Nova Iguaçu de Goiás','GO','76495-000'
'Nova Roma','GO','73820-000'
'Nova Veneza','GO','75470-000'
'Novo Brasil','GO','76285-000'
'Novo Gama','GO','521523'
'Novo Planalto','GO','76580-000'
'Orizona','GO','75280-000'
'Ouro Verde de Goiás','GO','75165-000'
'Ouvidor','GO','75715-000'
'Padre Bernardo','GO','73700-000'
'Palestina de Goiás','GO','75845-000'
'Palmeiras de Goiás','GO','76190-000'
'Palmelo','GO','75210-000'
'Palminópolis','GO','75990-000'
'Panamá','GO','75580-000'
'Paranaiguara','GO','75880-000'
'Paraúna','GO','75980-000'
'Perolândia','GO','75823-000'
'Petrolina de Goiás','GO','75480-000'
'Pilar de Goiás','GO','76370-000'
'Piracanjuba','GO','75640-000'
'Piranhas','GO','76230-000'
'Pirenópolis','GO','72980-000'
'Pires do Rio','GO','75200-000'
'Pontalina','GO','75620-000'
'Porangatu','GO','76550-000'
'Porteirão','GO','75603-000'
'Portelândia','GO','75835-000'
'Posse','GO','73900-000'
'Professor Jamil','GO','75645-000'
'Quirinópolis','GO','75860-000'
'Rianápolis','GO','76315-000'
'Rio Quente','GO','75695-000'
'Rio Verde','GO','521880'
'Campo Limpo de Goiás','GO','75160-000'
'Rubiataba','GO','76350-000'
'Sanclerlândia','GO','76160-000'
'Santa Bárbara de Goiás','GO','75390-000'
'Santa Cruz de Goiás','GO','75220-000'
'Santa Fé de Goiás','GO','76265-000'
'Santa Helena de Goiás','GO','75920-000'
'Santa Isabel','GO','76320-000'
'Santa Rita do Araguaia','GO','75840-000'
'Santa Rita do Novo Destino','GO','76395-000'
'Santa Rosa de Goiás','GO','75455-000'
'Santa Tereza de Goiás','GO','76480-000'
'Santa Terezinha de Goiás','GO','76500-000'
'Santo Antônio da Barra','GO','75935-000'
'Santo Antônio de Goiás','GO','75375-000'
'Santo Antônio do Descoberto','GO','72900-000'
'São Domingos','GO','73860-000'
'São Francisco de Goiás','GO','75490-000'
'São João D\'Aliança','GO','73760-000'
'São João da Paraúna','GO','75985-000'
'São Luís de Montes Belos','GO','76100-000'
'São Luiz do Norte','GO','76365-000'
'São Miguel do Araguaia','GO','76590-000'
'São Miguel do Passa Quatro','GO','75185-000'
'São Patrício','GO','76343-000'
'São Simão','GO','75890-000'
'Senador Canedo','GO','75250-000'
'Serranópolis','GO','75820-000'
'Silvânia','GO','75180-000'
'Simolândia','GO','73930-000'
'Sítio D\'Abadia','GO','73990-000'
'Taquaral de Goiás','GO','76640-000'
'Teresina de Goiás','GO','73795-000'
'Terezópolis de Goiás','GO','75175-000'
'Lagoa Santa','GO','75819-000'
'Três Ranchos','GO','75720-000'
'Trindade','GO','75380-000'
'Trombas','GO','76460-000'
'Turvânia','GO','76110-000'
'Turvelândia','GO','75970-000'
'Uirapuru','GO','76525-000'
'Uruaçu','GO','76400-000'
'Uruana','GO','76335-000'
'Urutaí','GO','75790-000'
'Valparaíso de Goiás','GO','522185'
'Varjão','GO','75355-000'
'Vianópolis','GO','75260-000'
'Vicentinópolis','GO','75555-000'
'Vila Boa','GO','73825-000'
'Vila Propício','GO','76393-000'
'Açailândia','MA','65930-000'
'Afonso Cunha','MA','65505-000'
'Água Doce do Maranhão','MA','65578-000'
'Alcântara','MA','65250-000'
'Aldeias Altas','MA','65610-000'
'Altamira do Maranhão','MA','65310-000'
'Alto Alegre do Maranhão','MA','65413-000'
'Alto Alegre do Pindaré','MA','65398-000'
'Alto Parnaíba','MA','65810-000'
'Amapá do Maranhão','MA','65293-000'
'Amarante do Maranhão','MA','65923-000'
'Anajatuba','MA','65490-000'
'Anapurus','MA','65525-000'
'Araguanã','MA','65368-000'
'Araióses','MA','65570-000'
'Arame','MA','65945-000'
'Arari','MA','65480-000'
'Axixá','MA','65148-000'
'Bacabal','MA','65700-000'
'Bacabeira','MA','65143-000'
'Bacuri','MA','65270-000'
'Bacurituba','MA','65233-000'
'Balsas','MA','65800-000'
'Barão de Grajaú','MA','65660-000'
'Barra do Corda','MA','65950-000'
'Barreirinhas','MA','65590-000'
'Bela Vista do Maranhão','MA','65335-000'
'Belágua','MA','65535-000'
'Benedito Leite','MA','65885-000'
'Bequimão','MA','65248-000'
'Bernardo do Mearim','MA','65723-000'
'Boa Vista do Gurupi','MA','65292-000'
'Bom Jardim','MA','65380-000'
'Bom Jesus das Selvas','MA','65395-000'
'Bom Lugar','MA','65704-000'
'Brejo','MA','65520-000'
'Brejo de Areia','MA','65315-000'
'Buriti','MA','65515-000'
'Buriti Bravo','MA','65685-000'
'Buriticupu','MA','65393-000'
'Buritirama','MA','65935-500'
'Cachoeira Grande','MA','65165-000'
'Cajapió','MA','65230-000'
'Cajari','MA','65210-000'
'Campestre do Maranhão','MA','65968-000'
'Cândido Mendes','MA','65280-000'
'Cantanhede','MA','65465-000'
'Capinzal do Norte','MA','65735-000'
'Carolina','MA','65980-000'
'Carutapera','MA','65295-000'
'Caxias','MA','2103000'
'Cedral','MA','65260-000'
'Central do Maranhão','MA','65267-000'
'Centro do Guilherme','MA','65288-000'
'Centro Novo do Maranhão','MA','65299-000'
'Chapadinha','MA','65500-000'
'Cidelândia','MA','65921-000'
'Codó','MA','65400-000'
'Coelho Neto','MA','65620-000'
'Colinas','MA','65690-000'
'Coroatá','MA','65415-000'
'Cururupu','MA','65268-000'
'Davinópolis','MA','65927-000'
'Dom Pedro','MA','65765-000'
'Duque Bacelar','MA','65625-000'
'Esperantinópolis','MA','65750-000'
'Estreito','MA','65975-000'
'Feira Nova do Maranhão','MA','65995-000'
'Fernando Falcão','MA','65964-000'
'Formosa da Serra Negra','MA','65943-000'
'Fortaleza dos Nogueiras','MA','65805-000'
'Fortuna','MA','65695-000'
'Godofredo Viana','MA','65285-000'
'Gonçalves Dias','MA','65775-000'
'Governador Archer','MA','65770-000'
'Governador Edson Lobão','MA','65928-000'
'Governador Eugênio Barros','MA','65780-000'
'Governador Luiz Rocha','MA','65795-000'
'Governador Newton Bello','MA','65363-000'
'Governador Nunes Freire','MA','65284-000'
'Graça Aranha','MA','65785-000'
'Grajaú','MA','65940-000'
'Guimarães','MA','65255-000'
'Humberto de Campos','MA','65180-000'
'Icatu','MA','65170-000'
'Igarapé do Meio','MA','65345-000'
'Igarapé Grande','MA','65720-000'
'Imperatriz','MA','2105302'
'Itaipava do Grajaú','MA','65948-000'
'Itapecuru Mirim','MA','65485-000'
'Itinga do Maranhão','MA','65939-000'
'Jatobá','MA','65693-000'
'Jenipapo dos Vieiras','MA','65962-000'
'João Lisboa','MA','65922-000'
'Joselândia','MA','65755-000'
'Junco do Maranhão','MA','65294-000'
'Lago da Pedra','MA','65715-000'
'Lago do Junco','MA','65710-000'
'Lago dos Rodrigues','MA','65712-000'
'Lago Verde','MA','65705-000'
'Lagoa do Mato','MA','65683-000'
'Lagoa Grande do Maranhão','MA','65718-000'
'Lajeado Novo','MA','65937-000'
'Lima Campos','MA','65728-000'
'Loreto','MA','65895-000'
'Luís Domingues','MA','65290-000'
'Magalhães de Almeida','MA','65560-000'
'Maracaçumé','MA','65289-000'
'Marajá do Sena','MA','65714-000'
'Maranhãozinho','MA','65283-000'
'Mata Roma','MA','65510-000'
'Matinha','MA','65218-000'
'Matões','MA','65645-000'
'Matões do Norte','MA','65468-000'
'Milagres do Maranhão','MA','65545-000'
'Mirador','MA','65850-000'
'Miranda do Norte','MA','65495-000'
'Mirinzal','MA','65265-000'
'Monção','MA','65360-000'
'Montes Altos','MA','65936-000'
'Morros','MA','65160-000'
'Nina Rodrigues','MA','65450-000'
'Nova Colinas','MA','65808-000'
'Nova Iorque','MA','65880-000'
'Nova Olinda do Maranhão','MA','65274-000'
'Olho D\'Água das Cunhãs','MA','65706-000'
'Olinda Nova do Maranhão','MA','65223-000'
'Paço do Lumiar','MA','65130-000'
'Palmeirândia','MA','65238-000'
'Paraibano','MA','65670-000'
'Parnarama','MA','65640-000'
'Passagem Franca','MA','65680-000'
'Pastos Bons','MA','65870-000'
'Paulino Neves','MA','65585-000'
'Paulo Ramos','MA','65716-000'
'Pedreiras','MA','65725-000'
'Pedro do Rosário','MA','65206-000'
'Penalva','MA','65213-000'
'Peri Mirim','MA','65245-000'
'Peritoró','MA','65418-000'
'Pindaré Mirim','MA','65370-000'
'Pinheiro','MA','65200-000'
'Pio XII','MA','65707-000'
'Pirapemas','MA','65460-000'
'Poção de Pedras','MA','65740-000'
'Porto Franco','MA','65970-000'
'Porto Rico do Maranhão','MA','65263-000'
'Presidente Dutra','MA','65760-000'
'Presidente Juscelino','MA','65140-000'
'Presidente Médici','MA','65279-000'
'Presidente Sarney','MA','65204-000'
'Presidente Vargas','MA','65455-000'
'Primeira Cruz','MA','65190-000'
'Raposa','MA','65138-000'
'Riachão','MA','65990-000'
'Ribamar Fiquene','MA','65938-000'
'Rosário','MA','65150-000'
'Sambaíba','MA','65830-000'
'Santa Filomena do Maranhão','MA','65768-000'
'Santa Helena','MA','65208-000'
'Santa Inês','MA','65300-000'
'Santa Luzia','MA','65390-000'
'Santa Luzia do Paruá','MA','65272-000'
'Santa Quitéria do Maranhão','MA','65540-000'
'Santa Rita','MA','65145-000'
'Santana do Maranhão','MA','65555-000'
'Santo Amaro','MA','65195-000'
'Santo Antônio dos Lopes','MA','65730-000'
'São Benedito do Rio Preto','MA','65440-000'
'São Bento','MA','65235-000'
'São Bernardo','MA','65550-000'
'São Domingos do Azeitão','MA','65888-000'
'São Domingos do Maranhão','MA','65790-000'
'São Félix de Balsas','MA','65890-000'
'São Francisco do Brejão','MA','65929-000'
'São Francisco do Maranhão','MA','65650-000'
'São João Batista','MA','65225-000'
'São João do Carú','MA','65385-000'
'São João do Paraíso','MA','65973-000'
'São João do Sóter','MA','65615-000'
'São João dos Patos','MA','65665-000'
'São José de Ribamar','MA','65110-000'
'São José dos Basílios','MA','65762-000'
'São Luís','MA','2111300'
'São Luís Gonzaga do Maranhão','MA','65708-000'
'São Mateus do Maranhão','MA','65470-000'
'São Pedro da Água Branca','MA','65920-000'
'São Pedro dos Crentes','MA','65978-000'
'São Raimundo das Mangabeiras','MA','65840-000'
'São Raimundo do Doca Bezerra','MA','65753-000'
'São Roberto','MA','65758-000'
'São Vicente Ferrer','MA','65220-000'
'Satubinha','MA','65709-000'
'Senador Alexandre Costa','MA','65783-000'
'Senador La Roque','MA','65935-000'
'Serrano do Maranhão','MA','65269-000'
'Sítio Novo','MA','65925-000'
'Sucupira do Norte','MA','65860-000'
'Sucupira do Riachão','MA','65668-000'
'Tasso Fragoso','MA','65820-000'
'Timbiras','MA','65420-000'
'Timon','MA','2112209'
'Trizidela do Vale','MA','65727-000'
'Tufilândia','MA','65378-000'
'Tuntum','MA','65763-000'
'Turiaçu','MA','65278-000'
'Turilândia','MA','65276-000'
'Tutóia','MA','65580-000'
'Urbano Santos','MA','65530-000'
'Vargem Grande','MA','65430-000'
'Viana','MA','65215-000'
'Vila Nova dos Martírios','MA','65924-000'
'Vitória do Mearim','MA','65350-000'
'Vitorino Freire','MA','65320-000'
'Zé Doca','MA','65365-000'
'Abadia dos Dourados','MG','38540-000'
'Abaeté','MG','35620-000'
'Abre Campo','MG','35365-000'
'Acaiaca','MG','35438-000'
'Açucena','MG','35150-000'
'Água Boa','MG','39790-000'
'Água Comprida','MG','38110-000'
'Aguanil','MG','37273-000'
'Águas Formosas','MG','39880-000'
'Águas Vermelhas','MG','39990-000'
'Aimorés','MG','35200-000'
'Aiuruoca','MG','37450-000'
'Alagoa','MG','37458-000'
'Albertina','MG','37596-000'
'Além Paraíba','MG','36660-000'
'Alfenas','MG','37130-000'
'Alfredo Vasconcelos','MG','36272-000'
'Almenara','MG','39900-000'
'Alpercata','MG','35138-000'
'Alpinópolis','MG','37940-000'
'Alterosa','MG','37145-000'
'Alto Caparaó','MG','36979-000'
'Alto Jequitibá','MG','36976-000'
'Alto Rio Doce','MG','36260-000'
'Alvarenga','MG','35249-000'
'Alvinópolis','MG','35950-000'
'Alvorada de Minas','MG','39140-000'
'Amparo da Serra','MG','35444-000'
'Andradas','MG','37795-000'
'Andrelândia','MG','37300-000'
'Angelândia','MG','39685-000'
'Antônio Carlos','MG','36220-000'
'Antônio Dias','MG','35177-000'
'Antônio Prado de Minas','MG','36850-000'
'Araçaí','MG','35777-000'
'Aracitaba','MG','36255-000'
'Araçuaí','MG','39600-000'
'Araguari','MG','3103504'
'Arantina','MG','37360-000'
'Araponga','MG','36594-000'
'Araporã','MG','38435-000'
'Arapuá','MG','38860-000'
'Araújos','MG','35603-000'
'Araxá','MG','3104007'
'Arceburgo','MG','37820-000'
'Arcos','MG','35588-000'
'Areado','MG','37140-000'
'Argirita','MG','36710-000'
'Aricanduva','MG','39678-000'
'Arinos','MG','38680-000'
'Astolfo Dutra','MG','36780-000'
'Ataléia','MG','39850-000'
'Augusto de Lima','MG','39220-000'
'Baependi','MG','37443-000'
'Baldim','MG','35706-000'
'Bambuí','MG','38900-000'
'Bandeira','MG','39917-000'
'Bandeira do Sul','MG','37740-000'
'Barão de Cocais','MG','35970-000'
'Barão de Monte Alto','MG','36870-000'
'Barbacena','MG','3105608'
'Barra Longa','MG','35447-000'
'Barroso','MG','36212-000'
'Bela Vista de Minas','MG','35938-000'
'Belmiro Braga','MG','36126-000'
'Belo Horizonte','MG','3106200'
'Belo Oriente','MG','35195-000'
'Belo Vale','MG','35473-000'
'Berilo','MG','39640-000'
'Berizal','MG','39555-000'
'Bertópolis','MG','39875-000'
'Betim','MG','3106705'
'Bias Fortes','MG','36230-000'
'Bicas','MG','36600-000'
'Biquinhas','MG','35621-000'
'Boa Esperança','MG','37170-000'
'Bocaina de Minas','MG','37340-000'
'Bocaiúva','MG','39390-000'
'Bom Despacho','MG','35600-000'
'Bom Jardim de Minas','MG','37310-000'
'Bom Jesus da Penha','MG','37948-000'
'Bom Jesus do Amparo','MG','35908-000'
'Bom Jesus do Galho','MG','35340-000'
'Bom Repouso','MG','37610-000'
'Bom Sucesso','MG','37220-000'
'Bonfim','MG','35521-000'
'Bonfinópolis de Minas','MG','38650-000'
'Bonito de Minas','MG','39490-000'
'Borda da Mata','MG','37564-000'
'Botelhos','MG','37720-000'
'Botumirim','MG','39596-000'
'Brás Pires','MG','36542-000'
'Brasilândia de Minas','MG','38779-000'
'Brasília de Minas','MG','39330-000'
'Brasópolis','MG','37530-000'
'Braúnas','MG','35169-000'
'Brumadinho','MG','35460-000'
'Bueno Brandão','MG','37578-000'
'Buenópolis','MG','39230-000'
'Bugre','MG','35193-000'
'Buritis','MG','38660-000'
'Buritizeiro','MG','39280-000'
'Cabeceira Grande','MG','38625-000'
'Cabo Verde','MG','37880-000'
'Cachoeira da Prata','MG','35765-000'
'Cachoeira de Minas','MG','37545-000'
'Cachoeira de Pajeú','MG','39980-000'
'Cachoeira Dourada','MG','38370-000'
'Caetanópolis','MG','35770-000'
'Caeté','MG','34800-000'
'Caiana','MG','36832-000'
'Cajuri','MG','36560-000'
'Caldas','MG','37780-000'
'Camacho','MG','35555-000'
'Camanducaia','MG','37650-000'
'Cambuí','MG','37600-000'
'Cambuquira','MG','37420-000'
'Campanário','MG','39835-000'
'Campanha','MG','37400-000'
'Campestre','MG','37730-000'
'Campina Verde','MG','38270-000'
'Campo Azul','MG','39338-000'
'Campo Belo','MG','37270-000'
'Campo do Meio','MG','37165-000'
'Campo Florido','MG','38130-000'
'Campos Altos','MG','38970-000'
'Campos Gerais','MG','37160-000'
'Cana Verde','MG','37267-000'
'Canaã','MG','36592-000'
'Canápolis','MG','38380-000'
'Candeias','MG','37280-000'
'Cantagalo','MG','39703-000'
'Caparaó','MG','36834-000'
'Capela Nova','MG','36290-000'
'Capelinha','MG','39680-000'
'Capetinga','MG','37993-000'
'Capim Branco','MG','35730-000'
'Capinópolis','MG','38360-000'
'Capitão Andrade','MG','35123-000'
'Capitão Enéas','MG','39445-000'
'Capitólio','MG','37930-000'
'Caputira','MG','36925-000'
'Caraí','MG','39810-000'
'Caranaíba','MG','36428-000'
'Carandaí','MG','36280-000'
'Carangola','MG','36800-000'
'Caratinga','MG','3113404'
'Carbonita','MG','39665-000'
'Careaçu','MG','37556-000'
'Carlos Chagas','MG','39864-000'
'Carmésia','MG','35878-000'
'Carmo da Cachoeira','MG','37225-000'
'Carmo da Mata','MG','35547-000'
'Carmo de Minas','MG','37472-000'
'Carmo do Cajuru','MG','35510-000'
'Carmo do Paranaíba','MG','38840-000'
'Carmo do Rio Claro','MG','37150-000'
'Carmópolis de Minas','MG','35534-000'
'Carneirinho','MG','38290-000'
'Carrancas','MG','37245-000'
'Carvalhópolis','MG','37760-000'
'Carvalhos','MG','37456-000'
'Casa Grande','MG','36422-000'
'Cascalho Rico','MG','38460-000'
'Cássia','MG','37980-000'
'Cataguases','MG','3115300'
'Catas Altas','MG','35969-000'
'Catas Altas da Noruega','MG','36450-000'
'Catuji','MG','39816-000'
'Catuti','MG','39526-000'
'Caxambu','MG','37440-000'
'Cedro do Abaeté','MG','35624-000'
'Central de Minas','MG','35260-000'
'Centralina','MG','38390-000'
'Chácara','MG','36110-000'
'Chalé','MG','36985-000'
'Chapada do Norte','MG','39648-000'
'Chapada Gaúcha','MG','39314-000'
'Chiador','MG','36630-000'
'Cipotânea','MG','36265-000'
'Claraval','MG','37997-000'
'Claro dos Poções','MG','39380-000'
'Cláudio','MG','35530-000'
'Coimbra','MG','36550-000'
'Coluna','MG','39770-000'
'Comendador Gomes','MG','38250-000'
'Comercinho','MG','39628-000'
'Conceição da Aparecida','MG','37148-000'
'Conceição da Barra de Minas','MG','36360-000'
'Conceição das Alagoas','MG','38120-000'
'Conceição das Pedras','MG','37527-000'
'Conceição de Ipanema','MG','36947-000'
'Conceição do Mato Dentro','MG','35860-000'
'Conceição do Pará','MG','35668-000'
'Conceição do Rio Verde','MG','37430-000'
'Conceição dos Ouros','MG','37548-000'
'Cônego Marinho','MG','39489-000'
'Confins','MG','33500-000'
'Congonhal','MG','37557-000'
'Congonhas','MG','36415-000'
'Congonhas do Norte','MG','35850-000'
'Conquista','MG','38195-000'
'Conselheiro Lafaiete','MG','36400-000'
'Conselheiro Pena','MG','35240-000'
'Consolação','MG','37670-000'
'Contagem','MG','3118601'
'Coqueiral','MG','37235-000'
'Coração de Jesus','MG','39340-000'
'Cordisburgo','MG','35780-000'
'Cordislândia','MG','37498-000'
'Corinto','MG','39200-000'
'Coroaci','MG','39710-000'
'Coromandel','MG','38550-000'
'Coronel Fabriciano','MG','3119401'
'Coronel Murta','MG','39635-000'
'Coronel Pacheco','MG','36155-000'
'Coronel Xavier Chaves','MG','36330-000'
'Córrego Danta','MG','38990-000'
'Córrego do Bom Jesus','MG','37605-000'
'Córrego Fundo','MG','35578-000'
'Córrego Novo','MG','35345-000'
'Couto de Magalhães de Minas','MG','39188-000'
'Crisólita','MG','39885-000'
'Cristais','MG','37275-000'
'Cristália','MG','39598-000'
'Cristiano Otoni','MG','36426-000'
'Cristina','MG','37476-000'
'Crucilândia','MG','35520-000'
'Cruzeiro da Fortaleza','MG','38735-000'
'Cruzília','MG','37445-000'
'Cuparaque','MG','35246-000'
'Curral de Dentro','MG','39569-000'
'Curvelo','MG','35790-000'
'Datas','MG','39130-000'
'Delfim Moreira','MG','37514-000'
'Delfinópolis','MG','37910-000'
'Delta','MG','38108-000'
'Descoberto','MG','36690-000'
'Desterro de Entre Rios','MG','35494-000'
'Desterro do Melo','MG','36210-000'
'Diamantina','MG','39100-000'
'Diogo de Vasconcelos','MG','35437-000'
'Dionísio','MG','35984-000'
'Divinésia','MG','36546-000'
'Divino','MG','36820-000'
'Divino das Laranjeiras','MG','35265-000'
'Divinolândia de Minas','MG','39735-000'
'Divinópolis','MG','3122306'
'Divisa Alegre','MG','39995-000'
'Divisa Nova','MG','37134-000'
'Divisópolis','MG','39912-000'
'Dom Bosco','MG','38654-000'
'Dom Cavati','MG','35148-000'
'Dom Joaquim','MG','35865-000'
'Dom Silvério','MG','35440-000'
'Dom Viçoso','MG','37474-000'
'Dona Euzébia','MG','36784-000'
'Dores de Campos','MG','36213-000'
